nform,nper,ola,f10,f11,f12,f2,f3,f4,f5,f6,g7a,g2a,g2b,g4,g6,h1,h2,h3,h4,h5,h6,h7,h12,h11,h10a,h10,f1,f7,f8,f9,g1,g3,g5,g7,g8a,g8b,h8,h9a,h9b1,h9b2,h9b3,h9b4,h9b5,h9b6,h9b7,h9b8,h13,h11a
7213,4,3,jefe,42,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,18,1,9,2,,,3,2,,,2200,2,6,7,,,,,,,1
7213,5,3,hijo/a sólo del jefe,19,hombre,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,9,2,,,3,2,,,,,,,,,,,,,1
7213,6,3,hijo/a sólo del jefe,12,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7213,7,3,hijo/a sólo del jefe,9,hombre,soltero/a,asiste actualmente,primario especial,no,99,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7213,8,3,hijo/a sólo del jefe,7,hombre,soltero/a,asiste actualmente,primario especial,no,99,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,,,,,,,,,,,,1
7213,10,3,hermano/a,58,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,99,0,asalariado privado,si,999999,,,,,,,,,si,,3,99,1,1,1,0,9,,2,,,,,,,,,,,,,1
7213,13,3,hijo/a sólo del jefe,17,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,no,,,,,,,,,,,,,,si,,3,17,2,1,2,,,0,2,,,,,,,,,,,,,1
7214,1,3,hijo/a sólo del jefe,15,hombre,soltero/a,no asiste pero asistió,preescolar,,,si,,,,,,,,,,,,,,si,,3,14,1,9,7,,,,2,,,,,,,,,,,,,1
7214,2,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
7214,4,3,jefe,42,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,4,si,,,,,999999,,,,,,,,,si,,3,18,1,9,2,,,3,2,,,2200,2,6,7,8,,,,,,1
7214,5,3,hijo/a sólo del jefe,19,hombre,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,9,2,,,3,2,,,,,,,,,,,,,1
7214,6,3,hijo/a sólo del jefe,12,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7214,7,3,hijo/a sólo del jefe,9,hombre,soltero/a,asiste actualmente,primario especial,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7214,8,3,hijo/a sólo del jefe,7,hombre,soltero/a,asiste actualmente,primario especial,no,1,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,,,,,,,,,,,,1
7214,10,3,hermano/a,58,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,99,0,asalariado privado,ns/nc,999999,,,,,,,,,si,,3,99,1,1,1,0,9,,2,,,,,,,,,,,,,1
7214,13,3,hijo/a sólo del jefe,17,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,no,,,,,,,,,,,,,,si,,3,17,2,1,2,,,0,2,,,,,,,,,,,,,1
7216,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,99,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
7216,3,3,jefe,40,mujer,soltero/a,no asiste pero asistió,ens. técnica,no,2,si,4,0,asalariado privado,no,960,,,,,,,4000,,si,,5,15,1,2,1,0,5,,2,,6,2907,1,4,5,6,13,14,,,,1
7216,4,3,hijo/a sólo del jefe,12,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
7216,5,3,hijo/a sólo del jefe,9,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
7216,6,3,hijo/a sólo del jefe,8,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
7216,13,3,hijo/a sólo del jefe,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
7216,14,3,hijo/a sólo del jefe,2,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
7217,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,5,,2,1,,,,,,,,,,,,,,,,,,1
7217,2,3,jefe,33,hombre,casado/a,no asiste pero asistió,secundaria,no,1,si,48,0,asalariado privado,si,18000,,,,,,,,,si,,3,99,2,1,1,0,5,,2,,,365,,,,,,,,,,1
7217,3,3,cónyuge,34,mujer,casado/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,18,1,1,6,,,,2,,,,,,,,,,,,,1
7217,4,3,otros familiares,87,mujer,viudo/a,no asiste pero asistió,primario común,ns/nc,,si,,,,,,,999999,,,,,,,si,,5,99,1,2,5,,,,2,,,,,,,,,,,,,1
7217,5,3,hijo/a de ambos,9,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7218,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
7218,2,3,cónyuge,75,hombre,viudo/a,no asiste pero asistió,primario común,si,6,si,,,,,,,999999,,,,,,,si,,9,99,1,2,4,,,,2,,,,,,,,,,,,,1
7218,3,3,jefe,48,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,9,0,asalariado privado,no,2000,,,,,,,,,si,,9,15,1,2,1,0,5,,2,,,2100,1,5,,,,,,,,1
7218,5,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,2,3,,,,2,,,,,,,,,,,,,1
7219,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
7219,2,3,cónyuge,75,hombre,viudo/a,no asiste pero asistió,primario común,si,6,si,,,,,,,999999,,,,,,,si,,9,99,1,2,4,,,,2,,,,,,,,,,,,,1
7219,3,3,jefe,48,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,16,0,asalariado privado,no,2000,,,,,,,,,si,,9,15,1,2,1,0,5,,2,,,2100,1,5,,,,,,,,1
7219,5,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,2,3,,,,2,,,,,,,,,,,,,1
7221,1,3,hijo/a de ambos,13,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,1,12,1,1,,,,,,,,,,,,,,,,,,1
7221,2,3,jefe,57,hombre,casado/a,asiste actualmente,primario común,no,6,si,,,,,,,28000,,,,,,,si,,3,,2,1,4,,,,2,,,,,,,,,,,,10000,1
7221,3,3,cónyuge,39,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,99,1,1,6,,,,2,,,,,,,,,,,,,1
7222,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,9,,2,1,3,,,,2,,,,,,,,,,,,,1
7222,2,3,jefe,38,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado público,si,14000,,,,,,,,,si,,9,99,1,2,1,0,10,,2,,,,,,,,,,,,999999,1
7222,3,3,cónyuge,36,mujer,casado/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado privado,si,6800,,,,,,,,,si,,9,99,2,1,1,0,5,,2,,,,,,,,,,,,,1
7222,4,3,hijo/a de ambos,9,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,9,,2,1,,,,,,,,,,,,,,,,,,1
7222,5,3,madre/padre,76,mujer,viudo/a,no asiste pero asistió,secundaria,no,99,si,,,,,,,,,,,,,,si,,9,99,2,2,5,,,,2,,,,,,,,,,,,,1
7223,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,4,,2,9,3,,,,2,,,,,,,,,,,,,1
7223,2,3,jefe,49,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,99,0,asalariado privado,no,8000,,,,,,,,,si,,3,12,2,9,1,0,5,,2,,1,,,,,,,,,,,1
7223,3,3,cónyuge,46,mujer,casado/a,no asiste pero asistió,secundaria,no,5,si,10,0,trab. cuenta propia con local,no,999999,,,,,,,,,si,,9,18,7,2,1,0,9,,2,,,,,,,,,,,,,1
7223,5,3,hijo/a de ambos,24,hombre,soltero/a,no asiste pero asistió,secundaria,no,4,si,45,0,asalariado privado,si,7000,,,,,,,,,si,,9,16,2,9,1,0,9,,2,,1,,,,,,,,,,,1
7223,6,3,hijo/a de ambos,21,hombre,unido/a,no asiste pero asistió,secundaria,no,4,si,40,0,asalariado privado,si,4500,,,,,,,,,si,,9,16,2,9,1,0,9,,2,,1,,,,,,,,,,,1
7223,7,3,hijo/a de ambos,18,hombre,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,9,,2,9,3,,,,2,,,,,,,,,,,,,1
7223,8,3,hijo/a de ambos,16,hombre,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,,,,,,,,,si,,9,,2,9,3,,,,2,,,,,,,,,,,,,1
7223,13,3,yerno/nuera,19,mujer,unido/a,no asiste pero asistió,secundaria,no,5,si,,,,,,,,,,,,,,si,,9,17,1,9,7,,,,2,,,,,,,,,,,,,1
7223,14,3,nieto/a,1,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7224,1,3,hijo/a de ambos,15,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,2,1,3,,,,2,,,,,,,,,,,,,1
7224,2,3,jefe,53,hombre,casado/a,asiste actualmente,primario común,no,99,si,40,0,asalariado privado,si,25000,,,,,,,,,si,,9,,2,1,1,0,5,,2,,2,,,,,,,,,,12000,1
7224,3,3,cónyuge,55,mujer,casado/a,no asiste pero asistió,primario común,no,4,no,,,,,,,,,,,,,,si,,9,16,2,2,2,,,0,2,,,,,,,,,,,,,1
7224,4,3,hijo/a de ambos,27,mujer,soltero/a,asiste actualmente,magisterio/ipa,no,1,si,40,0,asalariado público,si,999999,,,,,,,,,si,,9,,2,1,1,0,3,,2,,2,,,,,,,,,,,1
7224,5,3,hijo/a de ambos,23,hombre,soltero/a,asiste actualmente,magisterio/ipa,no,2,si,30,0,asalariado público,si,999999,,,,,,,,,si,,9,,2,1,1,0,3,,2,,2,,,,,,,,,,,1
7224,6,3,madre/padre,84,mujer,viudo/a,no asiste pero asistió,primario común,no,99,si,,,,,,,999999,,,,,,,si,,9,99,1,2,4,,,,2,,2,,,,,,,,,,,1
7225,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,9,,1,9,3,,,,2,,,,,,,,,,,,,1
7225,3,3,jefe,32,mujer,sep./divorciado/a,asiste actualmente,primario común,no,6,si,12,0,trab. cuenta propia con local,si,4000,,,,,,,,,si,,9,,1,9,1,0,5,,2,,,1500,1,13,,,,,,,,1
7225,4,3,madre/padre,55,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,ns/nc,,si,2,0,asalariado privado,si,999999,,,,,,,,,si,,9,99,1,9,1,0,5,,2,,,,,,,,,,,,,1
7225,5,3,hermano/a,22,mujer,soltero/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado privado,si,6000,,,,,,,,,si,,9,21,1,9,1,0,5,,2,,,,,,,,,,,,,1
7225,6,3,hermano/a,13,hombre,soltero/a,asiste actualmente,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7225,13,3,hijo/a sólo del jefe,3,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7226,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7226,2,3,cónyuge,70,hombre,casado/a,no asiste pero asistió,primario común,no,2,si,,,,,,,4663,,,,,,,si,,3,99,1,2,5,,,,2,,,,,,,,,,,,,1
7226,3,3,jefe,55,mujer,casado/a,no asiste pero asistió,ens. técnica,no,2,si,,,,,,,,,,,,,,si,,3,17,1,2,6,,,,2,,,1683,1,7,,,,,,,,1
7226,4,3,hijo/a de ambos,28,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,1,2,6,,,,2,,,,,,,,,,,,,1
7226,5,3,hijo/a de ambos,27,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,40,0,trab. cuenta propia sin local,no,999999,,,,,,,,,si,,3,13,1,2,1,0,9,,2,,,,,,,,,,,,,1
7226,6,3,hijo/a de ambos,25,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,40,0,trab. cuenta propia sin local,no,999999,,,,,,,,,si,,3,13,1,2,1,0,9,,2,,,,,,,,,,,,,1
7226,7,3,hijo/a de ambos,17,mujer,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7226,13,3,nieto/a,0,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7226,14,3,yerno/nuera,37,hombre,soltero/a,,,,,si,35,0,trab. cuenta propia con local,no,999999,,,,,,,,,si,,3,,1,2,1,0,9,,2,,,,,,,,,,,,,1
7227,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
7227,2,3,jefe,40,mujer,sep./divorciado/a,no asiste pero asistió,primario común,no,5,si,42,0,asalariado privado,no,5000,,,,,,,,,si,,3,12,4,9,1,0,9,,2,,3,,,,,,,,,,,1
7227,3,3,hijo/a sólo del jefe,20,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado privado,no,5000,,,,,,,,,si,,3,13,4,9,1,0,9,,2,,,,,,,,,,,,,1
7227,4,3,hijo/a sólo del jefe,19,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,4,9,7,,,,2,,,,,,,,,,,,,1
7227,5,3,hijo/a sólo del jefe,15,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado privado,no,3000,,,,,,,,,si,,3,12,4,9,1,0,9,,2,,,,,,,,,,,,,1
7227,6,3,hijo/a sólo del jefe,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
7228,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7228,2,3,jefe,41,hombre,unido/a,no asiste pero asistió,secundaria,no,4,si,40,0,trab. cuenta propia sin local,no,10000,,,,,,,2500,,si,,3,99,1,2,1,0,9,,2,,,,,,,,,,,,,1
7228,3,3,cónyuge,40,mujer,unido/a,no asiste pero asistió,secundaria,no,3,si,20,0,asalariado privado,no,5000,,,,,,,,,si,,3,17,1,2,1,0,5,,2,,,1500,1,6,7,,,,,,,1
7228,4,3,hijo/a de ambos,21,hombre,soltero/a,no asiste pero asistió,secundaria,no,2,no,,,,,,,,,,,,,,si,,3,15,1,2,2,,,0,2,,,,,,,,,,,,,1
7228,5,3,hijo/a de ambos,18,mujer,soltero/a,asiste actualmente,superior,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7228,6,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7228,7,3,hijo/a de ambos,9,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7230,1,3,hijo/a sólo del jefe,15,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,12,4,9,7,,,,2,,,,,,,,,,,,,1
7230,2,3,jefe,40,mujer,soltero/a,no asiste pero asistió,primario común,no,5,si,72,0,asalariado privado,no,5000,,,,,,,,,si,,3,12,4,9,1,0,9,,2,,3,,,,,,,,,,,1
7230,3,3,hijo/a sólo del jefe,20,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado privado,no,5000,,,,,,,,,si,,3,13,4,9,1,0,9,,2,,,,,,,,,,,,,1
7230,4,3,hijo/a sólo del jefe,19,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,4,9,7,,,,2,,,,,,,,,,,,,1
7230,5,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario especial,no,6,si,48,0,asalariado privado,no,5000,,,,,,,,,si,,3,,4,9,1,0,9,,2,,,,,,,,,,,,,1
7230,6,3,hijo/a sólo del jefe,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
7231,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7231,3,3,jefe,32,mujer,soltero/a,no asiste pero asistió,superior,si,5,si,40,0,trab. cuenta propia sin local,no,5000,,,,,,,,,si,,3,99,1,2,1,0,5,,2,,,2000,1,4,5,,,,,,,1
7231,4,3,hijo/a sólo del jefe,12,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,4,,,,,,,,,,,1
7231,5,3,hijo/a sólo del jefe,8,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,4,,,,,,,,,,,1
7232,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7232,2,3,cónyuge,41,hombre,unido/a,no asiste pero asistió,primario común,no,1,si,50,0,trab. cuenta propia sin local,no,6000,,,,,,,,,si,,3,99,1,2,1,0,9,,2,,,,,,,,,,,,,1
7232,3,3,jefe,36,mujer,unido/a,no asiste pero asistió,primario común,no,3,si,20,0,trab. cuenta propia sin local,no,2000,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,3,1000,1,13,,,,,,,,1
7232,5,3,hijo/a de ambos,18,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,18,1,2,7,,,,2,,,,,,,,,,,,,1
7232,6,3,hijo/a de ambos,16,hombre,soltero/a,no asiste pero asistió,primario común,no,4,si,20,0,trab. cuenta propia sin local,no,1500,,,,,,,,,si,,3,13,1,2,1,0,9,,2,,,,,,,,,,,,,1
7232,7,3,hijo/a de ambos,20,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,20,0,trab. cuenta propia sin local,no,1500,,,,,,,,,si,,3,12,1,2,1,0,9,,2,,,,,,,,,,,,,1
7232,13,3,hijo/a de ambos,5,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7233,1,3,hijo/a sólo del jefe,15,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,9,14,1,2,9,,,,9,,,,,,,,,,,,,1
7233,2,3,hijo/a sólo del jefe,15,mujer,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,9,,1,2,9,,,,9,,,,,,,,,,,,,1
7233,3,3,jefe,36,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,9,15,1,2,2,,,2,1,1,9,1300,4,14,15,,,,,,,1
7233,4,3,hijo/a sólo del jefe,9,mujer,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
7233,13,3,hijo/a sólo del jefe,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7233,14,3,hijo/a sólo del jefe,6,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7233,15,3,hijo/a sólo del jefe,18,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,45,0,asalariado privado,ns/nc,7500,,,,,,,,,si,,9,14,1,9,1,0,9,,2,,,,,,,,,,,,,1
7234,1,3,hijo/a sólo del jefe,15,mujer,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,9,,1,2,9,,,,9,,,,,,,,,,,,,1
7234,2,3,hijo/a sólo del jefe,15,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,9,14,1,2,9,,,,9,,,,,,,,,,,,,1
7234,3,3,jefe,36,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,9,15,1,2,2,,,2,1,1,9,1300,4,14,15,,,,,,,1
7234,4,3,hijo/a sólo del jefe,9,mujer,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
7234,13,3,hijo/a sólo del jefe,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7234,14,3,hijo/a sólo del jefe,6,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7234,15,3,hijo/a sólo del jefe,18,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,45,0,asalariado privado,ns/nc,7500,,,,,,,,,si,,9,14,1,9,1,0,9,,2,,,,,,,,,,,,,1
7235,1,3,nieto/a,14,hombre,soltero/a,asiste actualmente,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7235,2,3,hijo/a sólo del jefe,34,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,42,0,patrón,no,800,,,,,,,,,si,,3,13,1,2,1,0,5,,2,,3,999999,1,,,,,,,,,1
7235,3,3,jefe,59,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,2000,,si,,3,12,1,2,6,,,,2,,,,,,,,,,,,,1
7235,4,3,cónyuge,64,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,63,0,trab. cuenta propia sin local,no,4000,,,,,,,,,si,,1,99,1,2,1,0,9,,2,,1,,,,,,,,,,,1
7235,6,3,hijo/a sólo del jefe,19,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,45,0,trab. cuenta propia sin local,no,2000,,,,,,,,,si,,1,14,1,2,1,0,9,,2,,1,,,,,,,,,,,1
7236,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7236,2,3,jefe,38,hombre,unido/a,no asiste pero asistió,secundaria,no,3,si,50,0,trab. cuenta propia sin local,no,12000,,,,,,,999999,,si,,3,20,1,2,1,0,3,,2,,,,,,,,,,,,,1
7236,3,3,cónyuge,32,mujer,unido/a,no asiste pero asistió,secundaria,no,1,si,20,0,asalariado privado,si,6800,,,,,,,,,si,,3,13,1,2,1,0,5,,2,,,1600,1,4,,,,,,,,1
7236,4,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7237,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
7237,2,3,jefe,45,hombre,unido/a,no asiste pero asistió,secundaria,no,5,si,40,0,trab. cuenta propia sin local,no,6000,,,,,,,,,si,,3,17,1,9,1,0,8,,2,,1,,,,,,,,,,,1
7237,3,3,cónyuge,44,mujer,unido/a,no asiste pero asistió,secundaria,no,3,no,,,,,,,,,,,,,,si,,3,18,1,9,2,,,0,2,,,,,,,,,,,,,1
7237,4,3,hijo/a de ambos,20,mujer,soltero/a,asiste actualmente,secundaria,no,6,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
7237,5,3,hijo/a de ambos,16,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
7237,6,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,secundaria,no,6,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
7237,7,3,hijo/a de ambos,7,mujer,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
7238,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
7238,2,3,jefe,47,hombre,casado/a,no asiste pero asistió,ens. técnica,si,3,si,,,,,,,8400,,,,,4000,,si,,1,99,1,2,4,,,,2,,,,,,,,,,,,,1
7238,3,3,cónyuge,41,mujer,casado/a,no asiste pero asistió,primario común,si,6,no,,,,,,,,,,,,,,si,,1,12,1,2,2,,,0,2,,,,,,,,,,,,,1
7238,4,3,hijo/a de ambos,21,mujer,soltero/a,asiste actualmente,universitario,no,6,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
7238,5,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
7238,6,3,hijo/a sólo del jefe,82,hombre,casado/a,no asiste pero asistió,primario común,ns/nc,,si,,,,,,,2900,,,,,,,si,,1,99,1,2,4,,,,2,,,,,,,,,,,,,1
7238,7,3,madre/padre,76,mujer,casado/a,no asiste pero asistió,primario común,ns/nc,,si,,,,,,,1500,,,,,,,si,,1,99,1,2,5,,,,2,,,,,,,,,,,,,1
7239,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,2,,2,1,3,,,,2,,,,,,,,,,,,,1
